Participant Private ID,see_OI,see_arabic,see_english,no_spell,OI influence - open,spelling preference,OI importance,OI open,spec spell_famel,spec spell_vamel,spec spell_makem,spec spell_nakem,Strategies_Open,statements_associations,statements_context,statements_mental_image,statements_visualise_arabic,statements_visualise_english,statements_repeating,statements_mouthing,statements_action,statements_sublexical,statements_patterns,statements_sounds_letters,statements_first_sound,statements_similarities,statements_grouping,statements_distinguish_english,statements_distinguish_arabic,statements_ignore_english,statements_ignore_arabic,statements_recalling,statements_progress,statements_mistakes,statements_relaxed_arabic,statements_relaxed_english
5341831,middle,difficult,easier,difficult,confirmed sound of word,in_english,green_tick,confirmation,famil,vapis,vapit,mackit,association ,always,almost_always,almost_always,never,almost_always,always,never,always,sometimes,almost_never,almost_always,almost_always,almost_always,never,almost_always,never,never,always,almost_always,almost_always,sometimes,never,always
5341870,end,no_diff,easier,no_notice,"It made a difference in English because my eyes were naturally drawn to the English words. To be honest, I ignored the Arabic script and just focused on the pictures.",in_english,green_tick,Because you can identify with the word easier when you see it written down in a text ,Anamal,Vadil,Mabid,Mackem,"By focusing on an aspect of the object that I could identify with English. For example, masim I learnt as it looked like a mass of small circular modules coming out of it. Mind you, it wasn't a very successful strategy. ",almost_always,never,sometimes,never,almost_always,sometimes,never,never,sometimes,almost_never,almost_never,sometimes,always,almost_never,always,never,sometimes,always,sometimes,sometimes,almost_always,never,almost_always
5341834,start,no_diff,easier,difficult,easier to remember,in_english,green_tick,i remember better if i can see the word written and hear it,umm el,famel,makum,nakum,by repeating it to myself,almost_never,almost_never,almost_never,almost_always,almost_always,always,never,never,almost_always,sometimes,almost_always,almost_always,almost_always,sometimes,almost_always,never,never,always,almost_never,almost_always,sometimes,never,always
5308960,start,difficult,easier,no_diff,"In english, enabled me to spell it out in my head",in_english,green_tick,"Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar",fadis,vadis,makim,vadis,"not too sure, was only really thinking about the first exercise, which was a little more short-term memory and became a 50/50 right/wrong ",sometimes,never,almost_never,never,sometimes,almost_always,never,never,almost_never,almost_never,almost_never,sometimes,almost_never,almost_always,always,never,never,almost_always,almost_never,never,sometimes,never,always
5312160,start,no_diff,easier,difficult,It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.,in_english,green_tick,"Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.",famis,vamel,madac,nassad,By sound associations with word I already know.,almost_always,sometimes,almost_never,never,almost_always,almost_always,almost_never,never,almost_never,almost_always,always,almost_always,always,almost_always,almost_always,never,never,always,never,sometimes,always,never,always
5308502,start,difficult,easier,difficult,i think it aided the distinction between similar sounding words,in_english,green_tick,association ,namel,mamnel,monet,mamet,made up stories about them ,always,always,sometimes,never,almost_never,always,sometimes,almost_never,never,always,sometimes,never,never,never,sometimes,never,never,never,never,sometimes,almost_always,never,always
5336201,start,no_diff,easier,easier,it helps to picture the word when looking at the picture so they become like a pair in my mind,in_english,green_tick,"because you can then visualise the word as well, and maybe notice patterns in spellings if it is similar to a word you already know. You can also make sure you are pronouncing it correctly if you see it. (if you can read) ",famel ,vamel ,macum ,nacum,"i paid particular attention to the beginning letter as this is what was varying between the new words. I also sometimes used the shape of the item eg macum looked a bit like an ""m"" so I used that to remember. But definitely the repetition helped more than anything ",never,never,always,never,always,sometimes,never,never,sometimes,sometimes,almost_always,always,never,almost_never,almost_always,never,never,always,almost_never,sometimes,almost_always,never,always
5332693,start,no_diff,easier,no_diff,"In english yes, as could actively read the word while it was being said.",in_english,green_tick,"Visual learner, my memory seems quite dependent on having something in front of me to help with learning",fadit,vamal,maddas,naddas,Repeating in my head what was said,never,never,sometimes,never,sometimes,always,never,never,never,almost_always,sometimes,always,never,always,always,never,never,always,sometimes,sometimes,always,never,always
5330132,middle,no_diff,easier,difficult,easier to remember ,in_english,green_tick,helps you understand and remember ot corectly and hear the words are slightly different ,famil,vamil,minum,nakum,i dont know i just did ,sometimes,never,sometimes,never,sometimes,almost_always,never,never,sometimes,sometimes,sometimes,sometimes,almost_always,almost_always,almost_always,never,never,always,almost_always,almost_always,always,never,always
5308657,start,no_diff,easier,no_diff,"Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).",in_english,green_tick,"Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.",Vamil,Nadus,Makim,Nakim,association of sound and picture.,sometimes,almost_never,sometimes,never,sometimes,almost_always,sometimes,almost_never,sometimes,almost_always,almost_always,sometimes,always,almost_never,always,never,never,always,almost_never,sometimes,sometimes,never,almost_always
5762777,start,no_diff,easier,difficult,it was easier to differentiate the consonant sounds after seeing the spelling in english,in_english,green_tick,better to know which consonant is being spoken right away to remember it correctly ,famil,vamil,makim,nakim,"tried relating the pictures to known objects and using mnemonics, ex: masit looked like a mass of something ",almost_always,sometimes,almost_always,never,sometimes,almost_always,almost_never,never,sometimes,almost_always,sometimes,almost_always,almost_always,sometimes,almost_always,never,never,never,sometimes,sometimes,almost_always,never,almost_always
5755301,start,no_diff,easier,no_diff,"the writing helped to clarify which initial sound the word had (v or f, m or n, etc)",in_english,green_tick,"in a natural learning environment, there could be sound distractions which make it harder to hear the correcr pronunciation of the word. Seeing the spelling would help the listener clearly hear the pronunciation ",fammal,vammal,makkam,nakkam,I sounded out the words as I heard them and saw the pictures,never,never,always,never,always,always,always,almost_always,sometimes,almost_always,always,always,almost_never,always,always,never,never,never,always,always,always,almost_never,sometimes
5751031,start,no_diff,no_diff,easier,"Because there weren't consistently written words in a language I read, I decided early on not to focus on spelling/written language, only on the auditory.",no_OI,red_cross,"For me, I find oral fluency much easier to reach than written.  I prefer to learn languages by speaking and hearing them, not writing (which I have done as well, with dead languages).",famel,fackem,mackel,nackem,"focusing on the consonants, especially those at the beginning of each syllable.  I also realized you were mostly using words with minimal pairs (f/v, m/n) so focused on those especially.",almost_always,almost_never,always,never,almost_never,almost_always,sometimes,almost_never,almost_always,always,sometimes,always,always,sometimes,almost_always,never,sometimes,never,sometimes,sometimes,almost_always,never,almost_never
5692078,middle,difficult,easier,no_diff,Helpful when in English,in_english,green_tick,Visual reminder,famil,vaduk,maduc,faduc,phonetically,almost_never,almost_never,almost_always,almost_never,sometimes,almost_always,almost_never,almost_never,sometimes,sometimes,almost_never,almost_never,sometimes,sometimes,sometimes,never,almost_never,always,almost_never,sometimes,sometimes,almost_never,sometimes
5765136,start,no_diff,easier,no_diff,"The words accompanied by the English spelling were easier to remember because it was a familiar way of learning new words in general. I find it easier to remember words by their spelling rather than by an image. The Arabic spelling didn't make any difference because I do not know how to read it, the only thing I did was trying to see a similarity between the shape of the words and the sound of them.",in_english,green_tick,It makes learning to read in the language much easier.,vammal,vammal,maccam,nackem,"By trying to find a word in English that sounds similar or has similar sounds in it and also by trying to find a similarity between the sound and the object, for example the ""fammal"" reminded me a bit of a fan, so it was easier to remember it.",almost_always,almost_always,always,sometimes,always,almost_always,almost_always,almost_always,almost_never,almost_always,almost_always,almost_always,always,sometimes,almost_always,almost_never,never,almost_never,almost_always,sometimes,sometimes,almost_never,always
5706492,start,difficult,easier,difficult,it helped me associate the word with the picture,in_english,green_tick,I’m a visual learner and always like to actually see how a word or name is spelt,famil,nadus,nasum,bedum,From the colour and shape of the object,almost_always,never,always,never,almost_always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,almost_always,sometimes,almost_always,never,never,never,sometimes,sometimes,almost_always,never,always
5756085,middle,no_diff,easier,no_diff,English transliterations helped bond sound and sense,in_english,green_tick,"I am a text-based learner, I believe",Famel,vemel,madus,Nadak,"Graft sound onto object
",almost_never,almost_never,almost_always,never,almost_always,sometimes,sometimes,almost_never,almost_never,almost_always,always,almost_always,almost_never,sometimes,almost_always,never,never,almost_never,sometimes,almost_always,almost_always,almost_never,always
5755299,start,no_diff,no_diff,no_diff,not particularly. i memorized thd phonetic content eithout paying too much attention to orthography,in_english,green_tick,"hints about etymology, pluralization/declendion and pronunciation",Famon,there id no imsge here,Makum,Nakum,memorizing them as a chant with distinguishing colors and shapes,almost_always,almost_never,almost_never,never,almost_always,sometimes,sometimes,never,never,always,always,never,never,never,never,never,never,never,always,never,almost_always,never,sometimes
5750023,end,no_diff,no_diff,no_diff,I'm not 100% sure. I don't think it made much of a difference though,in_arabic,red_cross,"Spelling doesn't always help with pronunciation, sometimes it's easier to listen and repeat without thinking about how to spell it",fadit,vadit,makham,nakim,"I tried to associate the picture with the sound (i.e. Nasset looked like a vase with holes in it, nass in German means wet- the floor would be wet if you put water in that vase, Makham looked a bit like the Tyneside bridge in Newcastle and that's what they call people from Sunderland etc...)",always,almost_always,almost_always,never,never,never,sometimes,sometimes,almost_never,almost_always,sometimes,almost_never,almost_always,almost_never,almost_never,never,sometimes,almost_always,sometimes,always,always,almost_always,almost_never
5732647,middle,no_diff,easier,difficult,Helped visual memory linked to the image,in_english,green_tick,"This clarifies any misconception with sounds, especially when the words are similar",famil,vamit,madus,nadus,Tried to link the new word image to a more familiar object or concept,always,sometimes,always,never,sometimes,almost_always,sometimes,sometimes,almost_never,almost_never,sometimes,almost_always,almost_never,never,sometimes,never,never,always,sometimes,sometimes,almost_always,never,always
5374964,start,difficult,easier,no_diff,"yes, i think it helped me to remember",in_english,green_tick,if they sound similar to another word it's easier to distinguish,famish,poumar,musfar,fatik,by associating the pictures with more familiar objects,always,sometimes,sometimes,never,almost_never,sometimes,almost_never,never,never,never,never,sometimes,sometimes,almost_never,sometimes,never,sometimes,always,almost_never,almost_never,sometimes,never,almost_never
5672324,start,difficult,easier,difficult,Yes - it helped me get a picture of the word in my head to remember,in_english,green_tick,Helps me to see the word and visualise it ,Famis,Vamis,Macum,Nakum,Pneumonic device,almost_always,almost_always,never,never,sometimes,never,never,never,never,never,always,always,never,never,sometimes,never,never,always,never,never,never,never,sometimes
5696781,start,no_diff,easier,no_diff,I don't think so,in_english,green_tick,I think I sometimes linked the shape of a prominent letter with the object. For example the 'vadit' was like an upside down V.,Fanel,Vamul,Mackem,Nackem,"Linking shapes for the letters with the object – eg Mackem had 3 legs, like an M",almost_never,almost_always,sometimes,never,almost_never,almost_always,never,almost_never,never,almost_never,almost_always,always,never,never,sometimes,never,never,always,sometimes,almost_never,sometimes,never,sometimes
5692100,start,no_diff,easier,difficult,Yes. I had more to associate the sound with the picture,in_english,green_tick,It helps my memory,famut,vakil,mabit,hakum,Said them out loud,never,never,never,never,sometimes,always,sometimes,never,never,almost_never,sometimes,almost_always,never,sometimes,sometimes,never,never,always,almost_never,almost_never,sometimes,never,always
5663873,no_see,no_notice,no_notice,no_notice,i only saw picture and heard words,in_english,red_cross,well there would be no point in seeing arabic for me. i didnt see any words at all.,faman,vadus,mackam,?,made pictures in my head of item and then associated sounds,almost_always,never,always,never,never,almost_always,never,never,sometimes,sometimes,never,almost_always,always,almost_never,never,never,always,always,sometimes,never,almost_always,never,never
5674520,middle,no_diff,no_diff,no_diff,"i couldn't remember arabic writing
",no_OI,red_cross,"concentrate on sound
",famel,nadus,madus,nadus,"didn't try
",never,never,never,never,never,sometimes,never,never,never,never,never,never,never,never,never,never,never,never,never,never,never,never,never
5671003,start,no_diff,no_diff,difficult,"I wasn't really paying attention to the written words at first so I thought it made no difference, but on some level I must have been paying attention because when they were no longer included, it became a little more difficult to hear what letters were being said.",in_english,green_tick,I am more of a visual learned than an aural learner and it is helpful to see the sound matched up with letters,fathom,vamon,mackit,nackit,I said them aloud after they were said,sometimes,never,never,never,almost_always,almost_always,never,never,never,never,almost_always,always,sometimes,almost_always,sometimes,never,never,always,never,almost_always,always,never,almost_never
5666899,middle,no_notice,no_diff,difficult,Seeing written English helped differentiate the first letter on words that sounded similar ,in_english,red_cross,Words can be pronounced differently to how they look,Famal,Vamal,Medit,Nedikt,Repeated the word in my head,almost_never,never,sometimes,never,sometimes,always,sometimes,never,almost_always,almost_never,almost_always,always,never,never,always,never,never,always,sometimes,almost_never,almost_always,never,almost_always
5663887,start,no_diff,easier,easier,"In English it helped because it gave me something else to remember and map the sound onto. In Arabic, I just ignored it so it made no difference.",in_english,green_tick,"It makes it easier for me to learn, I am a pretty visual learner",famel,vamel,makuh,nakut,"analogies of things they reminded me of. e.g. the famel made me think of camel humps, so in my mind it was a Fat cAMEL",almost_always,almost_never,sometimes,never,almost_always,sometimes,almost_never,never,almost_never,sometimes,sometimes,sometimes,sometimes,almost_never,sometimes,never,never,always,sometimes,sometimes,sometimes,never,sometimes
5659326,middle,difficult,easier,difficult,"yes, it was easier to learn the similar sounding words when I was able to see the starting letter.",in_english,red_cross,In english the spelling doesn't always match up with pronunciation so it could make it difficult.,famel,vamel,maker,naker,I repeated them to myself out loud after hearing and or seeing them.,almost_never,never,almost_always,never,almost_always,always,never,never,sometimes,almost_always,always,always,never,almost_always,always,never,never,almost_never,almost_always,almost_always,almost_always,never,always
5637584,middle,no_diff,no_diff,no_diff,no difference,no_OI,green_tick,help make a connection,fammel,vammel,madirt,nassit,picture association,always,almost_never,almost_always,sometimes,always,always,almost_never,never,almost_always,sometimes,sometimes,always,sometimes,never,sometimes,never,always,always,never,never,almost_always,never,never
5627983,end,no_diff,easier,easier,not really,in_english,red_cross,its not always a good guide to pronunciation,faddot,vamus,masoot,nacum,sounds recognition,never,never,almost_always,never,never,almost_always,never,never,sometimes,almost_always,never,almost_always,almost_always,never,never,never,never,never,never,never,sometimes,never,never
5602966,start,no_diff,easier,difficult,"It helped consolidate my learning, it acted as another source for me to remember and help me learn the words. It also helped clarify sounds which might be similar, e.g. was it an f or v that was said. ",in_english,green_tick,"It helps to clarify which letters are used, and helps me to remember what the word is if I have seen it written as well as heard it. Without seeing it written, it can be hard to make sense of the sounds being made if the sounds are new to me. ",famil,vamil,makam,nakam,"I sometimes tried to associate a letter with what I was seeing, e.g. was there a 'v' shape in any of the pictures that had a 'v' in the word? I also tried to assign some meaning to the object I was seeing which were all random objects to me. E.g. with the word famil (if I've rememebr that right), it looked a bit like an object that could create a funnel if inserted somewhere!",always,always,always,never,almost_always,always,almost_always,almost_always,almost_always,always,sometimes,almost_always,always,sometimes,always,never,never,always,almost_always,always,almost_always,never,always
5503474,middle,no_diff,easier,difficult,"Yes, it helped me to hear the separation between [m] and [n] or [v] and [f]",in_english,green_tick,It can give an indication of which sound you are lisening for in English - though not always,famus,vamul,mackem,nackum,"I mouthed or said them aloud as I went through. I also sometimes made a mental note of a distinctive feature of the picture, like 'blue blob' or 'upside-down yellow Y'",almost_never,sometimes,always,never,always,always,always,almost_never,sometimes,almost_always,almost_always,sometimes,never,always,always,never,never,almost_always,almost_always,always,sometimes,never,almost_always
5588274,no_see,no_notice,no_notice,no_notice,i dont remember seeing any written words! feel a bit silly now...,in_english,green_tick,it helps me to understand what the word means ,fammel,vammel,mackum,nackum,"i used strategies like looks like/sounds like. eg, famis - looks like its proud of itself for being famous. nadit - looks like a rocket and sounds like a rocket. nackum - looks like something to whack with and sounds like 'whack 'em'. mackum - looks like an alien which i named Mack. didnt have them for all 12 but it helped me remember the difference",almost_always,almost_never,almost_always,never,almost_always,always,sometimes,never,never,sometimes,never,never,always,always,never,never,never,always,always,always,sometimes,never,never
5587514,start,no_diff,no_diff,no_diff,no,no_OI,red_cross,so many english words are spelt in different ways that dont always make it easy on first appearance ,fadut,vadus,madus,fadunt,studying the picture whilst repeating the word over and over ,sometimes,almost_never,almost_always,never,almost_never,always,sometimes,never,sometimes,almost_never,almost_never,almost_always,never,never,almost_always,never,sometimes,always,sometimes,sometimes,sometimes,never,sometimes
5510526,start,no_diff,easier,no_diff,"With the English ones, it made it slightly easier to remember them I think as I sometimes I would match the first syllable with a letter in my memory. It made no difference whatsoever with the arabic words because I cannot differentiate between them anyway.",in_english,green_tick,Actually maybe not the first time you hear them but I find it useful to see new words written down. I think it helps me to help me remember them.,fammel,vamel,makon,nukon,"I just tried to remember the pictures that I saw and at least one of the words. That way when I heard the word I remembered, I clicked the right picture and I knew the other would be the other picture I'd just seen. Sometimes I remembered them both!",sometimes,almost_never,almost_always,never,never,almost_always,almost_always,almost_never,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,never,never,always,almost_always,always,almost_always,never,always
5335169,start,no_diff,easier,difficult,"As many of the words sounded the same, seeing them written helped. Although still hard to remember which is which after the 2 object game",in_english,green_tick,"Because some letters sound similar, it re-enforces you are hearing the correct sound",Faddot,Vamus,Vadot,Madis,By repeating the word in my head while trying to remember the picture,almost_never,never,always,never,sometimes,always,sometimes,never,never,always,always,always,never,sometimes,always,never,never,almost_always,almost_never,almost_always,sometimes,never,sometimes
5305661,middle,easier,easier,difficult,Easier to visualise,in_english,green_tick,easier way to distinguish or make a memory to a picture/object,Famell,Vacumm,Massle,Nobech,Take the first letter and apply to another word that was relevant to the image,always,sometimes,almost_always,sometimes,sometimes,almost_always,never,sometimes,never,sometimes,almost_always,almost_always,always,almost_always,almost_always,never,almost_never,almost_always,almost_always,almost_always,almost_always,almost_never,almost_always
5418540,middle,no_diff,easier,difficult,"Seeing the word made it easier to understand what the word was, because even if you misheard the word, the spelling was there so reinforce what the word was. It also meant you heard the word and saw the word so you had two chances to learn the word. ",in_english,green_tick,"Seeing the word means you take the word in visually as well as through hearing it, making it easier to learn. ",Famal,Famal,Nadet ,Vanat ,I repeated the word in my head whilst linking it to the object being shown. ,never,never,almost_always,never,sometimes,always,almost_never,never,sometimes,almost_always,sometimes,almost_always,almost_never,sometimes,sometimes,never,never,always,almost_always,almost_never,almost_always,never,almost_always
5417849,start,no_notice,easier,difficult,"Yes, helped to know which letter each word started with.",in_english,green_tick,Helps understand how a word is pronounced ,Fennel,Naddock,Maddel,Maddock,"Associated the images with the name, using the first letter to make a shape in my mind to help remember.",almost_never,never,always,never,sometimes,sometimes,never,never,almost_never,almost_always,always,always,never,almost_always,sometimes,never,almost_never,sometimes,never,never,sometimes,never,sometimes
5384657,no_see,no_notice,no_notice,no_diff,none,no_OI,red_cross,learn by sound,famel,vamel,vakem,nakem,sound,never,never,always,never,never,always,never,never,always,always,never,always,never,never,never,never,sometimes,never,never,never,never,never,never
5409941,start,no_notice,no_notice,no_diff,"I didn't notice the written words as much as hearing them. The written words were most a distraction, and as this test appeared to be timed, it seemed ineffecient to add trying to learn the written version of the word in addition to its sound, so I mostly ignored the written words.",in_english,red_cross,"It depends on how the word the is learnt. If it is a speed learning when I'm trying to remember the sound of words, a picture associated with their meaning, and their spelling at once, it seems to overtask me. Word and picture, or sound and picture work, but all three together in a timed test is a bit much.",famel. ,fimel,maset,vamel,sound of word and picture. ,never,never,never,never,almost_always,almost_always,never,never,never,never,never,never,never,never,never,never,almost_always,always,almost_always,never,almost_always,never,never
5328002,start,no_diff,easier,difficult,"Yes, easier to associate the word with the object when you can see the spelling ",in_english,red_cross,because hearing and seeing is enough ,faraux,geneux,manchy,fadut,"some sounded french and some sounded like english words, and some I associated the first letter with something in the picture ",almost_always,never,sometimes,never,never,sometimes,never,never,never,almost_always,almost_always,almost_always,almost_always,sometimes,almost_never,never,never,never,sometimes,almost_never,sometimes,never,sometimes
5338600,start,no_diff,easier,difficult,"Seeing english written words helped me differitiate between the different similar words,ie, helped notice if it ended in T rather S",in_english,green_tick,Allows you to see all the different letters in the word that you might miss through hearing,vanmole,vanmole,macit,fadit,By associating the the picture with something that the name sounded like,always,never,never,never,sometimes,always,never,never,always,almost_always,almost_always,almost_always,never,never,always,never,never,always,sometimes,never,always,never,always
5339906,start,no_diff,easier,easier,helped figure out the subtle differences  in pronunciations ,in_english,green_tick,to learn it correctly from the beginning ,famil,vamal,mal,nacum,find something about the picture that i associated with part of the word,almost_always,never,almost_always,never,always,never,almost_never,sometimes,almost_always,sometimes,sometimes,almost_always,almost_always,almost_never,almost_always,never,never,almost_always,almost_always,sometimes,sometimes,never,almost_always
5366866,end,no_notice,no_notice,no_notice,yes,in_english,green_tick,no,fannel,nexd,maddot,fadot,randim no thought ,almost_never,never,almost_never,never,sometimes,sometimes,never,never,never,never,almost_never,never,never,never,never,never,never,never,never,never,never,never,never
5357670,middle,no_diff,easier,easier,"It was visually associative, whether in Arabic or English. However, sometimes with the English words, I concentrated more on the visual aspect of the word  rather than the sound",no_OI,red_cross,"I think it interferes with my listening to see the word, whether in Arabic or English.",Fammel,Vammel,Macem,Nakem,Visually and through sound,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,almost_always,almost_always,almost_always,almost_always,almost_always,sometimes,almost_always,sometimes,almost_never,almost_never,almost_never,sometimes,sometimes,sometimes,sometimes,sometimes
5353999,end,no_diff,easier,no_diff,"to visually see the difference between. v or an f, an m or an n, etc",in_english,green_tick,to know how to pronounce the word,famil,vamel,makim,famil,i drew pictures ,sometimes,almost_never,sometimes,never,almost_always,sometimes,never,never,sometimes,almost_always,sometimes,almost_always,never,sometimes,always,never,never,always,almost_always,sometimes,almost_always,never,always
5343885,start,no_diff,easier,no_diff,When they were written in English it made it easier to remember for me,in_english,green_tick,To help visualise the word,Famil,Vamil,Makim,Nakam,Combination of listening and reading,never,never,almost_always,never,almost_always,almost_never,never,never,never,never,sometimes,never,sometimes,sometimes,sometimes,never,never,never,almost_always,sometimes,sometimes,never,almost_always
5354235,middle,no_diff,no_notice,no_notice,no as i didnt understand tge arabic writing ,in_english,green_tick,it hekps clarify the letters eg f or. v ,faddock ,nados ,maddock ,cant remember ,i pictured the initial letter in the picture,always,never,always,never,almost_always,always,never,never,never,almost_always,always,always,never,never,always,never,never,never,almost_always,sometimes,almost_always,never,never
5339584,start,no_diff,easier,difficult,"yes, helps to understand and triggers visual memory",in_english,green_tick,helps to remember,vassum,xx,xx,xx,sounds and colours compared to the other example,sometimes,never,always,never,always,almost_always,never,never,sometimes,almost_always,almost_always,almost_always,almost_always,almost_always,always,never,never,always,almost_never,sometimes,sometimes,never,always
5338550,middle,no_diff,easier,difficult,i felt it was easier to remember the picture and the word together when they flashed up on scren together - like trying to take a mental screenshot,in_english,green_tick,to confirm youve heard the sounds correctly,famil,vadis,mackum,nackum,"find something on the picture that 'sounds like' part of the word or imagine a friend with a similar name holding it. Eg for mackum i imagined 'smack um' because it looked like a kids toy you hit, or for madis i imagined my friend 'Madders' holding it",almost_always,almost_never,almost_always,never,sometimes,almost_always,never,sometimes,almost_always,almost_never,almost_never,almost_always,always,never,always,never,never,always,always,almost_always,almost_always,never,almost_always
5340331,middle,no_diff,easier,no_diff,could identify pairs,in_english,red_cross,better to focus on sound,fammel,vamel,makum,nakum,in pairs,always,never,almost_always,never,always,always,almost_never,almost_never,sometimes,always,always,always,sometimes,always,always,never,never,always,always,always,always,never,always
5337460,start,difficult,easier,no_diff,"It made it easier to distinguish between different words by associating the picture with how the word was written, especially when two words sounded very similar.",in_english,red_cross,"Maybe the first time it's important to try to focus only on the sounds, but by the second time, I do prefer to have the written version too.",femil,camul,camus,madul,"I hadn't had time to learn the spellings, so what I could remember was based on the sounds I could still (just about!) associate with the images.",almost_always,never,always,never,always,always,always,never,sometimes,always,always,always,always,almost_always,always,never,never,never,almost_always,sometimes,sometimes,never,almost_always
5340413,start,no_diff,easier,difficult,Seeing the letters m/n and v/f helped me know these words better for when the 'test'.,in_english,green_tick,"Actually, it depends, but the questionnaire doesn't allow for this answer... I learned some words better WITH spelling, and some words better WITHOUT the spelling, weird?","I remembered with words thanks to mnemotechnics ... At the time, I thought it looked like a 'funnel', and it sounded like that too. So: Fummel?",Vunnel?,Maka - this little alien is definetely a maka.,"This one I associated with 'knackered' ! So: Naka? English spelling is treacherous though, so it could be spelled in many ways...","As explained above, I sometimes associated them with something that looks or sounds familiar (English word).",almost_always,never,sometimes,never,almost_always,almost_always,never,never,never,sometimes,almost_never,sometimes,sometimes,sometimes,sometimes,never,almost_never,almost_always,never,almost_always,always,never,almost_always
5333575,middle,easier,easier,difficult,It helped to pair the visual with the sounds in my head as I would try to say them if they were written in English. ,in_english,green_tick,visual and sound connection,famual,vannius,madis,knackem,saying them in my head and concentrating on the visual image and the colors in the image. ,almost_always,almost_never,almost_always,almost_never,sometimes,always,sometimes,never,sometimes,almost_always,sometimes,almost_always,sometimes,almost_never,sometimes,almost_never,never,never,sometimes,sometimes,sometimes,never,almost_always
5333573,start,difficult,no_diff,difficult,"It was easier to relate to the words when I could see them as well as hear them.  Because I am not a speaker of British English, I had to first convert the ""heard"" word to US English.",in_english,green_tick,I tend to be a visual learner rather than auditory learner.,eonee,mask,"Obviously didn't learn the words, only recalled them short term","resembles a tie, but don't remember the word.","Was easier to remember the second one, and when asked to identify the picture, would hear either the second one, or if not, it had to be the first.  The 2 pics which were not part of the test were discarded in my head, before making the judgement.
",sometimes,almost_always,almost_never,never,almost_always,almost_never,never,almost_never,almost_always,almost_never,almost_always,always,sometimes,almost_always,sometimes,never,almost_never,always,almost_never,almost_never,sometimes,never,almost_always
5332522,middle,no_diff,no_diff,no_notice,something else to help me remember!,in_english,green_tick,"it helps me sound it out loud, which helps me with pronunciation and word recognition, as well as with recall",masset,i cant remember,musset,nasset,I repeated them out loud,sometimes,never,sometimes,never,almost_always,almost_always,almost_always,never,almost_never,sometimes,almost_always,almost_always,sometimes,sometimes,almost_always,never,never,never,almost_never,always,sometimes,never,always
5331995,middle,easier,easier,no_diff,"To specify similar sounding letters eg. v & f, n & m",in_english,green_tick,Depends what language / familiarity of that language - but it helps me be able to map out the word in my head,famil,vamil,makapaka,napakapa,make an assosiation with an object that the picture reminded me of,always,sometimes,sometimes,almost_never,almost_never,always,never,sometimes,sometimes,almost_never,almost_never,sometimes,almost_never,sometimes,almost_always,sometimes,never,almost_never,sometimes,sometimes,sometimes,never,almost_always
5327303,middle,no_notice,no_diff,no_diff,I was concentrating almost purely on the sound of words,in_english,green_tick,"Moslty so you know, or can at least have a good guess, on how to pronounce it",famal,vamal,makam,nakam,"associating the word with the picture
",almost_always,sometimes,almost_always,never,almost_never,almost_always,sometimes,sometimes,almost_never,almost_never,almost_always,sometimes,almost_always,almost_always,almost_always,never,sometimes,always,sometimes,sometimes,sometimes,never,almost_never
5320764,middle,no_diff,easier,no_diff,"seeing English written words connected with my understanding of what I was hearing - in combination with the picture, I was able to better create a mental note in preparation for remembering which to choose in the multiple choice phase",in_english,green_tick,"If it's in familiar characters, I can relate to my knowledge of English to help make better connections. Having the word in Arabic characters was of no help at all! ",Famil,vamil,Masit,masit,association with the shape and colour of the image,always,sometimes,sometimes,never,almost_always,almost_always,never,never,almost_never,almost_never,almost_always,almost_always,always,almost_never,always,never,never,never,sometimes,sometimes,sometimes,never,always
5304273,start,difficult,easier,easier,yes - easier to help remember when in english,in_english,red_cross,easier to hear and then understand how its written,famis,vamus,makem,nadik,remembering the endings ,sometimes,never,almost_always,never,almost_never,always,never,never,almost_always,almost_always,almost_always,always,always,almost_always,almost_never,never,never,always,always,always,sometimes,never,always
5758767,start,difficult,easier,no_diff,easier when they were written in English - I think it was easier to remember the first letter,in_english,red_cross,"I'm not sure it makes a difference the first time because the matching exercise is quite easy, but it's helpful if you're trying to cement it to learn it for the future",famis,vamil,mackam,nackam,I thought about what the pictures looked like and tried to create associations even if they were weird. eg I think it was 'famil' that I remembered as lots of little loops making a family. Or for 'nackam' I thought about a back being 'knackered' and that it looked a bit like someone lying on their back. ,sometimes,never,sometimes,never,almost_never,sometimes,sometimes,sometimes,almost_never,almost_never,almost_always,sometimes,sometimes,sometimes,almost_never,never,never,almost_never,sometimes,sometimes,almost_always,never,almost_always
